"_type","comment","data_type","language","product","reviewer","reviewer_review_count","time","title","vote"
"dict","Their Limited Warranty covers nothing. The hinge on the Stand can't support the weight of the Monitor. The hinge cracked within 6 months. A bit of Plastic holds on to the whole weight of the device, What is Acer thinking. Balancing an Elephant over a Pencil.  If you do buy this, buy a separate mount. When it does come slamming down. Acer won't care or do anything. Better be ready to ship it yourself and pay more than full price for repair...while having a useless 3 year ""warranty"".  The monitor slid off and slammed on top of my desk. Half of the Screen does not work anymore. Called CSR, won't cover their own Design Flaw.  They ruled it as an accident. I did not spill tea, or abuse it any way. Their poorly designed stand cracked under the wright of the Monitor.  Really irritated that it did not last a year. Can't even justify the purchase.  My last monitor was from LG and it withstood 10 years (Stand that cradled the Monitor...no hinge).  Been with Acer since Conception. My first PC from 2003 still works to this day. My latest PC from 2014.  I can attest for their PC...they were built to last. This monitor has a serious design flaw, their poor CSR &amp; warranty is not worth it. Even if the device is quality at an affordable price.  I rather pay extra for good included warranty and actual Customer Service. Check out their Customer Service reviews. Very anti-consumer unlike other rival companies.  From first choice to never again. Acer has gotten their last dime from me.","review","english","ACER","Ked Schmutz","1","2017-12-09T20:14:36.000+00:00","Poor CSR, Useless Warranty, Poor Design, Good Quality at an Affordable Price.","1"
"dict","I have bought 2 Acer PC's and they are both great. Both are still working and have never given me any problems. Thanks Acer","review","english","ACER","alan","9","2017-12-05T02:46:03.000+00:00","Decent PC's","5"
"dict","I had a 1 month old Aspire ES15 and while sitting on a table untouched a third of the monitor greyed out. On contacting Acer they refused warranty as they said it was caused by accident damaged (yeah really while sitting on a table untouched) but they will give me a discount on a repair. I will take the case to the Australian Competition and Consumer Commission as this is unacceptable.","review","english","ACER","Chris Pike","1","2017-11-03T08:32:34.000+00:00","I had a 1 month old Aspire ES15 and …","1"
"dict","I'm writing this review to prevent others having to go through the stress of dealing with this company. I purchased an Acer tablet and within a couple of weeks the screen had discolouration.  I sent back the tablet and was told it had been deemed as accidental damage therefore they could not fix or exchange it. The tablet was not damaged on the exterior at all and had no signs of being misused.  I sent a number of emails asking them how after 3 weeks this could have happened and had no helpful response just a generic reply.  Fixing the problem will cost more than the tablet is worth! I have never experienced any like this before having purchase tablets/phones in the past, either it was poorly made or already had a fault or weakness when it was sent. I'm disgusted that the company feel they can use this excuse for a product we have had for just a couple of weeks. I hope this review helps anybody trying to decide whether to buy from Acer.","review","english","ACER","Amanda Maya Askew","1","2017-10-24T10:33:43.000+00:00","Do not buy from this awful company","1"
"dict","ACER R11 I bought my Acer R11 laptop/notebook from Tesco online (collect in store) in Aug 2017.   I paid only £174 for the basic notebook.  (I added MS Word as the only add-on).   This was indeed a bargain price.   I bought the Acer R11 because my other laptop - also recently bought (last 12 months) is a top-of-the-range-spec DELL XPS13,  (Intel i7 and 20GB RAM) which cost me approx. £2500 (can't remember the exact amount) - expensive, yes but so worth it.  It's lightning fast and can do anything simultaneously with unlimited apps open at a time.      We've just had a 4 week trip to the US - just back  - (do this regularly).  Fact is I am terrified of losing the DELL XPS when travelling (or having it stolen/taken at airports) .......  the DELL has my life in it and is V expensive.    So, I bought the Acer (v cheap) and took it instead to the US (and will use it for future travel),  just for mail, some use of internet, some banking/dollar purchasing, motel reservations, photo processing, kindle reading, facebook etc.   The ACER R11 has been great - and tremendous value for only £174.   For it's limited spec it's been (is) fast enough, well supported by Acer and well equipped.  Only 2 criticisms - 1.  It is heavy for it's small size (solid steel I guess)  -  my DELL - very similar size - is much lighter (aluminium case).  2nd crit of the Acer - NO indication you are in CAPS LOCK ...........   which is infuriating till u r used to it and guard against.    (The DELL has a permanent reminder of the Caps Lock status).   But Overall  -  the ACER R11 is VERY good for it's low price.  I'm delighted with it as spare notebook.","review","english","ACER","chris doubleyou","3","2017-09-29T13:12:19.000+00:00","ACER R11","4"
"dict","My Aspire E1-531 has had a lot of use in it's 4.5 years life and it's still going strong, which leads me to say that Acer builds very good laptops. Not much more you could ask for.","review","english","ACER","Safwaan","1","2017-09-28T18:16:12.000+00:00","Very good","5"
"dict","Year ago I wanted to buy 11"" small laptop with long life battery, there were several choices and I decided to give it a go with aspire V11 Touch. I must say it is good choice, I inserted SSD and it working smoother. Battery life is around 9hours if you browse the internet using office etc... but if you push him with watching movies its around 4 hours which is also OK. For this price range ( around 450$ ) this is definitely best buy.","review","english","ACER","Neven Lev.","2","2017-09-13T07:32:41.000+00:00","Acer Aspire V11 Touch","5"
"dict","I was owner of acer ten years ago and I admit I was not pleased with it, but before one year my friend has shown me acer aspire V11 with touch screen, I was amazed. Day after I have buy it and this is really something, touch works very fine!!","review","english","ACER","Jimmy L.","1","2017-08-23T07:48:35.000+00:00","Aspire works fast&smooth","5"
"dict","bought a acer mobile phone on ideal world 16 months ago, phone was good for about a year then a couple of problems to the point I sent it back 10 days ago. called customer service and the first thing they said was if we find you have damaged this yourself you will be charged..two days later customer service called to say there was water damage to the motherboard, absolute rubbish,they are con artists, ideal world were so proud to claim that acer warranty is two years, looked at the reviews and everybody is in the same boat as myself, we have all damaged our products on purpose- please WATCHDOG INVESTIGATE THIS RIP OFF COMPANY THAT TAKES YOUR MONEY AND DOES NOT HOUNOR ITS PROMISE, JUST LOOK AT THE REVIEWS, 69% OF DISATISFIED CUSTOMERS ALL MUST BE WRONG,HOPE YOUR PROUD ACER,NEVER BUY ANYTHING ACER EVER EVER AGAIN.","review","english","ACER","thomas","3","2017-08-03T20:12:40.000+00:00","acer mobile phone from ideal world","1"
"dict","I have had a number of Acer products over the years and quite liked them as, apparently, value for money. UNTIL my last acquisition - a Chromebook. Only used a very few times on short trips, it went wrong in that it was impossible to connect the power lead to the internal connector in order to re-charge the battery.  The unit was only 6 months old and barely used.  Acer Customer Services (in UK at least) were TERRIBLE. I will never buy another Acer product.  They first offered to extend the Warranty for another six months. Sounds good? Yes - but they then said the damage was consumer caused! How can a user cause internal damage to a connector unless the connector is crap in the first place? They then said the unit was damaged in transit but would not offer proof and wanted to charge me to get sent a video of the unpacking at their end.  Fortunately I had taken photos of the my packing.  They then withdrew charges of damage but wanted £70.00 to fix the fault (25% of its original cost) or send it back to me for £35.00!  But they also offered to destroy it for FREE!  Nice of them.  I threatened court action for a product faulty under UK consumer law and my supplier MISCO offered to pay my costs for the repair. WELL DONE MISCO.  But of course Acer got away with getting paid to fix a crap design fault internal to the casing (in the UK you can't sue the manufacturer only the company which sold you the product).  So: NO MORE ACER products in my family - EVER.  If a manufacturer can't be bothered to back its own products but just wriggles and argues and makes up (fraudulent) excuses to avoid its responsibilities and to try to gain yet more revenues for itself , then it is not a manufacturer I ever want to deal with. AVOID ACER.","review","english","ACER","ray wright","1","2017-07-21T06:38:04.000+00:00","Acer Customer Services are AWFUL - bordering on fraudulent.","1"
"dict","Poor customer service thus far. I called on Friday 23rd Nov to find out details on delivery and was advised DHL is their courier. I asked if it's possible to have an order delivered to a DHL service point and was advised this was fine, so I went ahead and placed the order. After a couple of days I checked the order and saw it was in a 'Payment Review' status so I called Acer Sales ""support"" and spoke with agent (Mark - Agent ID 267), who I spoke with previously. He advised that the order was on hold as Acer would not deliver to the DHL service point. I pointed out that was not the advice that had been previously given. The agent then became very adversarial and started talking over me whilst I was trying to speak and completely denied what he had previously said and became quite rude and suggested that I just cancel the order. I get the impression the agent didn't care about my order at all. A case has been raised via the Resolver website (as advertised by Martin Lewis) and I would advise anyone else who has had a problem with Acer UK to also raise a case via Resolver. This is probably the worst customer service experience I've had this year.","review","english","ACER","Davies","2","2018-11-28T17:34:52.000+00:00","Very poor and rude customer service from Sales ""Support""","1"
"dict","I obviously had a bit of a dud monitor, it was set back for repair, repaired very quickly, but then lost by the delivery people, it went back to the Acer Service dept. they checked it out and sent it back to me, only for me to then find the unit was defective, there was a lot of me proving there was something wrong with it 'til it was sent back, they then repaired it, and it all appears to be fine now, but after a 3 week to and fro (whilst I was doing an online course that I bought the monitor for - in the first place), it was very frustrating to say the least.   The only thing that brought this review up to 3 stars (and not less), was the very genuine effort made by one the customer service employees that followed the case once I was having problems, and ensure the unit was repaired, checked properly and sent back to me.  The warranty on an unit like this (especially at a relatively low price level), they should of just exchanged out for a new unit returned to me so I can continue my business (with minimal interruption), and the old monitor could then be repaired/sold on as a 2nd's unit, and many other electronic companies do.","review","english","ACER","dbreviews","1","2018-11-26T12:42:34.000+00:00","Like pulling teeth_Need to change their warranty policy","3"
"dict","Sent my monitor back for warranty repair after it had been repair it was forgotten about until I phoned asking for an update. When it was returned it was badly packed, nothing to stop the parts from banging against each other so the two parts of the stand became damage.   Had to return the whole monitor again for investigation eventually it was agreed to return it to me with the damaged parts pending sending out new replacements. The replacements were also damaged in transit due to poor packaging which they had supposedly rectified and I believe the parts were second hand not new.   Eventually the whole item was replaced for a b rand new one some 6 weeks later.    In a following email from Acer I was made to feel it was MY fault that the damage had been done and that I should be grateful for the gesture of good will in replacing the monitor as it was ""not their original intention at the time"" to do so.  ALL I ever asked was for my monitor to be repaired under  warranty in a timely manner and returned in the same A1 condition it was sent in.","review","english","ACER","Paul Bishop","5","2018-11-04T10:43:47.000+00:00","Sent my monitor back for warranty repair","1"
"dict","So... I have ordered Acer monitor from their UK online store. After a week I received parcel from Poland. Unfortunately, there was no monitor inside, just some rubbish stuff. I reported the missing monitor to Acer and after a week-long conversation with them, sending them pictures of received parcel's content everything has been sorted. I have my monitor now DHL is investigating what happened to the content of the first parcel. The only thing - communication with Acer team would be more frequent but I cannot complai, problem solved.","review","english","ACER","ViolaGuines","1","2018-11-04T10:46:48.000+00:00","Missing computer monitor issue sorted","4"
"dict","all acer products are cheap crap which wont last or wont do its job never buy acer or buy twice, if you can find a single acer product which is doing its job let me know, the ceo should be kicked in the head multiple times and the company shut down for selling there cheep Chinese crap in the uk","review","english","ACER","Mark Rogers","2","2018-09-07T10:58:21.000+00:00","all acer products are cheap crap which…","1"
"dict","My husband bought me an Acer Aspire laptop from Argos as  birthday present. Within a week a key fell off. Then a few days later, a second. I am very light handed. He rang Acer and was pleased that they said to send it off and they would replace the keyboard. However, once they received it they claimed it was accidental damage and wanted £37 to send it back or £60 to fix it. I spoke to Mathew in escalations ( who this was put through to even before we questioned it!) and asked him to return the laptop with the keys as we would get someone else to look at it. The laptop was returned minus the keys.A message was left on our phone saying they never arrived. How is it then they were examined and it was deemed accidental damage? He refused to put me through to the complaints department just saying 'not now' over and over. When the lap top was returned, some corner metal had been removed from the under the keys. If you've ever seen under a key board you will see this is impossible to do without using a screwdriver or such like. Extremely dodgy and dishonest company, do not go near them!! We are now looking into taking court action.","review","english","ACER","Julsie","4","2018-08-18T18:27:47.000+00:00","My husband bought me an Acer Aspire…","1"
"dict","I will never try to buy from Acer store uk again. Appalling service.  Purchased acer predator Helios 500 gaming laptop direct from acer uk. After hitting the buy button I recieved a text from colleague telling me not to but this predator 500 laptop, as there are serious issues with it. As soon as I recieved this msg I tried to cancel the laptop before they despatched, unfortunately as soon as I tried to cancel amAcer msg me saying it's being despatched from Poland. I was told by Acer to refuse delivery and would receive a refund, several days later they tell me they have informed them! Who's them?, for a requested refund, now I have no laptop for my photography and loosing money because of it.  These are delay tatics to hold on to my money and is very unprofessional, the company in the Netherlands have my money and Acer don't reply to emails msg. I will be informing the UK regulatory about this and watchdog uk. My advice to anyone wanting to purchase from Acer store uk is don't, don't  even buy their gaming laptops as it is a peace of junk.  My colleague  will be helping me upload a YouTube video about this sorry state of affairs and hopefully this will help people not make the same mistake, also the Acer predator Helios 500 will be reviewed to inform people of it short commings","review","english","ACER","Brae Hunter","3","2018-08-18T18:30:28.000+00:00","never try to buy from Acer store…","1"
"dict","Live Chat takes ages to respond and sometimes just ""doesn't know how to"" do things. It cost me money to have something repaired that was their fault.","review","english","ACER","AzulonTZ","3","2018-08-12T10:31:28.000+00:00","Worst support I ever dealt with.","1"
"dict","I bought Acer Laptop 7 years ago.  Horrible product.  Then this year a friend informed me Acer products have since improved drastically.  I bought one - expensive one and said to be very powerful.  When I started using it, it was worse than my 5 year less powerful Toshiba I was disposing of.  I asked my friend and he told me the New Acer takes some days updating software.  I am not high tech saw I became patient.  Four months later, I am asking myself if Acer bribed my friend in collusion to scam me.  Why should these kind of products remain on the market?  Are there any industry standards?  does the consumer have any protection in the so-called free market?","review","english","ACER","Isaac L","1","2018-06-27T11:57:40.000+00:00","Acer Products a Scam","1"
"dict","I thought I'd buy a laptop directly from the Acer store so I wouldn't have to go through a third-party if I encountered any issues with the laptop after purchase. Wrong I was! I attempted payment but it was rejected. I phoned my bank who said there wasn't an issue their end. I phoned Acer who had no trace of any attempted purchase apparently! I gave them all my personal details, product information and transaction date and time, but still nothing! They couldn't even see a transaction attempt, let alone explain why they rejected my purchase. After being told they'd phone me back, I phoned again and they said they were trying to contact their finance department and after that, they'd get back to me. It's been a week now and I've had no reply. Their finance department's apparent 'six-hour time difference' must be the reason why I've had no contact in a week!! The transaction definitely went through on Acer's system somehow though, as after a week, the payment of £380 is still in my pending transactions. Thanks for that Acer!! Won't be buying from you again!! And by the way, half the customer contact numbers on your website don't actually work or are the wrong department!!","review","english","ACER","hanna","9","2018-06-27T15:37:59.000+00:00","I thought I'd buy a laptop directly…","1"
"dict","Oh my word..what a ghastly company and customer service. How is Acer allowed to trade in the first place with such crap service and products.  Bought a brand new Acer Aspire through Argos. Paid just over £600.  Tried to start up and it came up as hard drive damaged. called Acer support, wanted me to return laptop for repairs and it will take 10 days. Seriously? wait 10 days with no laptop and how do they expect me to work?  Managed to get a replacement from Argos but i had to drive 50 miles to the store that had the same model.  One month gone now and sound has packed up. called Acer again, the moody chap, supposed to be ""customer service"" says you are out of warranty after one month, and we cannot do anything but send it by post and we will try repair it in 10-14 days. Are they kidding???  DO NOT BUY Acer brands..period. The worst company ever, worst product ever and the worst customer service i have ever experienced in my life. I thought BT, SKY, Virgin Media, Natwest, Southern Rail and Utility companies were bad.. but Acer that these companies :(  STAY AWAY STAY AWAY from ACER","review","english","ACER","AL","4","2018-06-22T09:17:11.000+00:00","Shocking Service and Products","1"
"dict","Im shocked because of the way how such a big company treats their customers.    I sent my screen for repair under warranty as it was faulty from the day of purchase. Acer supplied me with instruction of how to pack my unit, so i used original packaging with foams and etc., but they did not follow this instructions in return at all. I received my screen back from Telford Acer service centre whole covered in scratches, panel damaged itself as well. They posted my screen using only half of the original packaging i included. This is shocking! I never ever meet such a low standards or quality checks.  Im not gonna say ""avoid this company"" but if there is anything that is faulty from the day of purchase - simply ask for refund, dont even think about to use service repair centre (rma).  I will update this after second ""rma""","review","english","ACER","John","7","2018-06-15T08:54:56.000+00:00","Its better to claim refund than repair (Rma'ed).","1"
"dict","Disgusting service! Would've never thought they treat their customers like this. After receiver horrible service on my laptop issue I rang them back to tell what's happened and the guy wouldn't even let me speak, wouldn't let me tell what my issue was, kept putting me on hold for no reason and kept telling me I'm stressing my self for little things! What a joke!","review","english","ACER","Anna Viktorovna","2","2018-06-15T09:00:11.000+00:00","Disgusting service","1"
"dict","don't ever buy acer laptops. very bad quality. can't even run properly for even 6 months. poorest service ever. unprofessional engeeniers.. even after giving my laptop 5 times at service centre they cant resolve a single problem and the company is so careless that 3 times they sent wrong part for service. don't ever trust acer. never ever ever.","review","english","ACER","Nupur Pathak","1","2018-05-17T18:07:34.000+00:00","don't ever buy acer laptops","1"
"dict","I bought myself an Acer Iconia tablet after QVC raved about how good it was, and initially it was but before long I had to return it as the charging cable kept falling out and wouldn't charge. QVC were brilliant and refunded my money so I bought exactly the same thing (STUPID ME) from Argos plus a case to keep it safe JUST ONE MONTH LATER and the same fault happened (must be a design fault I guess) Argos eventually offered to supply the new updated version I just had to pay another £45 to get the replacement. Great (or so I Thought) got it home and the damn case wont fit the new tablet so I contacted Acer to see if they would give me a new case after all the problems I have had. I thought considering our family own 3 Acer PC's two laptops and 2 tablets they could send me a branded case that would fit, their answer BUY YOURSELF one nothing to with us. Great customer relations ? will never buy from them again","review","english","ACER","Paul Nixon","8","2018-05-08T16:13:28.000+00:00","Great Customer service ....…not on your life - BEWARE","1"
"dict","I bought an Acer tablet just under a year ago and all of a sudden the charger cable kept falling out and it was taking 3 days to charge the tablet. I sent it to Acer who then accused me of misusing it and said that it would cost me £96.26 to repair it. It only cost me £99 to buy in the first place, I`m saying ""only"", it`s a lot of money if you don`t have it. Then if I wanted it back it would cost me £18 to send back.  If I could give no stars for their customer service I would. It`s absolutely shocking, and to be accused of misuse is a joke. Perhaps I used it as a hammer, or a doorstop. I am now going to have a useless tablet returned to me, at my cost, that I can never use unless I pay through the nose to have repaired. I actually knew the blame would be put at my door before I sent it to them. Absolutely s**t service for a product that has cost me so far just over £10 a month to buy, and double that if I choose to have it repaired by them. They should be ashamed of themselves. You buy the best you can with what you`ve got, only to have them ask for more of your hard earned money to have it repaired. Why didn`t I just give them double the money for it in the first place and ask them to hold on to half for when I need it repaired.","review","english","ACER","Alan Duncan","4","2018-03-29T11:42:45.000+00:00","Shocking service from Acer","1"
"dict","contacted acer before purchase of acer travelmate spin B118 to ask if I would be able to put in a SSD drive in space available and make it a primary drive as the laptop comes with 64GB EMMC on board, answer was affirmative so I purchased the laptop. Laptop is great, comes with stylus , pressure sensitive which is best stylus I have used. Put in the SSD drive but it would not boot from it. Headaches ensued and a few contacts later, acer offered to take a look if I sent it to them but had one more look before that and found I had the SSD down as a MBR and it needed to be GPT, so changed to GPT and used ease us free backup program which has migrate system with ssd optimisation facility, went very swift and then it booted...great..","review","english","ACER","warren","6","2018-03-29T11:48:14.000+00:00","acer helped my dull brain with travelmate spin B118","5"
"dict","I bought 2 Acer monitors both of which developed the same fault and have parts rattling around inside them.  I was told by Acer I would have to send them back to be checked and I have to buy suitable boxes and packaging at about £15 to send them in.   However, I was also told they probably won't be covered by the warranty as they claim 'I must have knocked them for something to come loose' and if they aren't covered I will have to pay nearly £40 to get them back!  Absolute waste of time!","review","english","ACER","Rob Lazenby","3","2018-02-07T13:15:53.000+00:00","Worthless warranty","1"
"dict","Returned my daughters acer tablet under guarantee  after it had stopped charging, received an email soon afterwards telling me that it needed an entire new motherboard as the damage was not accidental and would cost roughly what the tablet had cost in the first place,no proof was forthcoming of this and I was simply told to pay for the damage or pay £18 to have it returned to me or the tablet would be destroyed, I refused to pay the £18 to return my own property and a few weeks later received a recorded delivery letter telling me that they had failed to contact me and would be destroying my daughters Christmas present immediately. Your customer service is appalling, the attitude of your operative on the phone was appalling and your guarantee isn't worth the paper it's written on so although we do also have two other acer laptops in our household they will be the last purchase of your products we will ever make.","review","english","ACER","Gavin Cook","5","2018-02-03T14:16:16.000+00:00","Appalling customer service.","1"
"dict","They refuse to repair a 300€ laptop within the warranty. Terrible experience. Will never buy an ACER product again. I don't understand why a company would treat it's customers this way.","review","english","ACER","Laura","5","2017-12-20T14:00:44.000+00:00","They refuse to repair a 300€ laptop …","1"
"dict","Poor customer service thus far.  I called on Friday 23rd Nov  to find out details on delivery and was advised DHL is their courier.  I asked if it's possible to have an order delivered to a DHL service point and was advised this was fine, so I went ahead and placed the order.  After a couple of days I checked the order and saw it was in a 'Payment Review' status so I called Acer Sales ""support"" and spoke with agent (Mark - Agent ID 267), who I spoke with previously.  He advised that the order was on hold as Acer would not deliver to the DHL service point.  I pointed out that was not the advice that had been previously given.  The agent then became very adversarial and started talking over me whilst I was trying to speak and completely denied what he had previously said and became quite rude and suggested that I just cancel the order.  I get the impression the agent didn't care about my order at all.  A case has been raised via the Resolver website (as advertised by Martin Lewis) and I would advise anyone else who has had a problem with Acer UK to also raise a case via Resolver.  This is probably the worst customer service experience I've had this year.","review","english","ACER","Davies","2","2018-11-28T06:41:24.000+00:00","Very poor and rude customer service from Sales ""Support""","1"
"dict","ACER laptops are absolutely trash, stay away from this trash company. Low quality and high price...","review","english","ACER","Chris Mulligan","9","2018-11-14T19:18:44.000+00:00","Not worth a single cent!","1"
"dict","Absolute piece of trash! I would not recommend it even for a dollar. ALL acers are gabbage.","review","english","ACER","Ben Matanda","1","2018-11-06T05:28:44.000+00:00","Absolute piece of trash","1"
"dict","Do not, I repeat, do not go anywhere near Acer. They are an awful company with dreadful customer support. After my laptop was serviced by them, it came back with a fault which they tried to blame on me. Got zero help and zero refund. I was responsible for recommending hardware for my training company and after this incident I told everyone I knew, friends, family, colleagues etc never to touch them ever.","review","english","ACER","Peter Malna","3","2018-11-04T11:57:13.000+00:00","Do not go anywhere near Acer","1"
"dict","I bought the Acer Helios 300 on the 24th Oct express delivery hoping to have it for the weekend. On the 26th friday it was still not processed so i called customer service and they said they needed additional ID, which i provided however no response so called again and they accepted the ID.  I called the following monday, still processing. Wednesday still processing. now on the friday have been told it is now approved. just waiting on tracking number.  The lap top itself looks sweet however lets see if it has any problems, i got the feeling if i didnt call my order would of just sat there. without calling them back i never got a reply to my ticket.   Although calling them i never had a wait time to talk and they did try to help it would of been nice to atleast get a back pack or very least a mouse pad for the inconvenience.","review","english","ACER","Joey Kennedy","1","2018-11-02T14:25:34.000+00:00","Acer Helios 300","2"
"dict","worst computers.   in short dont buy these computers  they are useless!","review","english","ACER","Robert","5","2018-10-26T12:25:00.000+00:00","worst computers.","1"
