comment,language,product,reviewer,reviewer_review_count,time,title,vote
MSI Buyers Beware!!!!!!!  Bought a Msi stealth pro 1500bucks for a laptop. 3months in it suddenly dies with more the  half battery life. Call tech support go over a couple things. Nothing worked. Sent my laptop in had to pay 140 out of pocket.Lovely. Sent it in came back 2 weeks later and had a new ac adapter put in and a new charger.Finally get my laptop back after 2 weeks wicked stoked go home plug it in turn it on blue screen.Called tech support and sat on the phone for 30+ min nothing worked.Called it back next day and sat there for 40min to be told that i have to send it back agian. Fantastic beyond this point im pessed..I should have boughten the aleinware pc I heard msi was good but damn didnt know they were that good with banging there cust,english,msi,D. H,1,2018-10-10T14:08:20.000+00:00,MSI Buyers Beware!!!!!!!,1
"I got the MSI GE63VR-7RF on Feb-2018 and its been about 6 months and the fans of the laptop has died with no reason and the temperature of laptop its insane high like 90c+ i cant even put my fingers on the keyboard and there is nothing written to Warranty to get it fixed! MSI has poor long time quality!   The laptop itself is very good i like the keyboard speakers and everything but the thermals is the main thing in any laptop and it GETS burning HOT with GTX1070 and goes like hell 90c+ temp, the performance goes to crap and u have a worthless laptop!  never Buying MSI again! I have used HP GAMING(3years) and DELL for (1.5 years) both had no problem for years but MSI products don't last a year even!!",english,msi,KremsonKahn,2,2018-10-09T22:58:32.000+00:00,I got the MSI GE63VR-7RF on Feb-2018 (Regrets)!!!!!,2
"Do not buy MSI if you want a company that stands behind it's products. Laptop died one day after warranty period ended. MSI customer support was unwilling to help me in anyway. All they could offer me was for me to pay to ship it in, and for me to pay for parts and labor. I spent well over 1500 for this laptop and for the motherboard to die two years into ownership is unacceptable. On top of that for a company to have such poor customer support after the fact of product failure is even more unacceptable.",english,msi,Chris,1,2018-09-24T15:08:21.000+00:00,Do not buy MSI if you want a company…,1
I bought an MSI motherboard through another company and it came defective. I contacted the company I bought it from and they told me that my motherboard is warrantied by MSI. I then sent in about 3 support tickets now I still have not heard from them! I just want to know if they are going to do anything about my motherboard.  I will never buy anything from MSI again!    DO NOT BUY FROM THIS COMPANY!!!!!!!,english,msi,Karen Tobar,1,2018-09-21T11:45:43.000+00:00,I bought an MSI motherboard through…,1
"I rather get fked by a big trumpet dry too no lubrication while patrick star is fked by spongebob square Dic then buy this piece of crap worthless product called a msi computer their customer support sucks dic so bad that i needed physiatrist too stop me from killing myself. A drunk, drug addict hobo could make a better product and company then this. Don't buy anything from this worthless company. GO TO HELL!!",english,msi,Tactical “TacticalJunkie” Junkie,1,2018-09-14T23:47:30.000+00:00,for msi,1
"MSI H110M PRO-VD LGA mainboard drop dead in just a few months of use, sent it in for warranty, took nearly a month to get a replacement which arrived stuffed inside (literally) an old used anti-static bag scotch taped shut, the replacement was obviously used and didn't include an I/O plate, the whole RMA process was flabbergasting to be kind, the worst I have ever been through. No way would I ever consider doing business with MSI again. I have absolutely zero faith in the board they returned to me, no way I could put this in a customers PC in good faith.",english,msi,David Aaron,1,2018-09-08T11:57:08.000+00:00,MSI H110M PRO-VD LGA drop dead…,1
"Unfortunately MSI don't have any Linux drivers for the device I purchased which sucks, I originally bought it for a Windows PC, the motherboard is a struggle to run on Linux due to MSI's support.  Not to mention participating in anti-competitive behaviour with NVIDIA by joining the GPP and completely snubbing AMD.",english,msi,Stratos,2,2018-09-01T08:21:21.000+00:00,Bad Linux Support + Unethical,1
"The stole my GPU without my permission during an RMA and replaced it with a ""refurbished"" piece of trash that doesnt even work. They sent me a computer that hasnt properly worked from day one. I've sent it in three times and each time it has come back in worse shape than it was originally(which was trash considering it was a 1,700 dollar computer).I am about to send it in for the 4th time for repairs and the best they can offer me is a ""refurbished"" replacement.They refuse to pay for shipping they refuse to extend warranties. Dont give these people your money its like throwing it in the trash.",english,msi,Mark Boyer,1,2018-08-07T18:57:57.000+00:00,They stole my GPU without my permission…,1
"Called technical support regarding a motherboard that violently failed. They were a bit lost was lost and gave incorrect information, tried to steer them right but failed (Call center sounded american was friendly). I then called back to customer service this time (not the greatest line quality call center sounded overseas), was on hold, guy picked up and asked me to hold more, they had correct technical info but the man was INCREDIBLY BELLIGERENT he was hostile dismissive and talking/shouting over me the whole time. He claimed to be a supervisor. Incredibly disrespectful service. Also the warranty of all products but laptops is based on date of manufacture not date of sale so if you buy and older product you are SOL. I have been a loyal patron of MSI's products for years spending thousands on components for my self and the systems I build for others choosing their GPU's vs the many other offerings and recommending there products. This has been my first time needing support (a testament to there general quality I have experienced thus far) and it was abysmal. Not sure if I can recommend this company anymore or will choose to supply there products in my future system builds. The customer service is also unable to offer anything but replacement and seems wholly ineffectual at providing good service to maintain customer loyalty in non standard cases. ZOTAC of all companies had much better service! They sent me a replacement + a bunch of free swag payed for shipping both ways and were friendly and responsive. I am in disbelief of how little customer service they could offer me regardless of my x79 board that blew up when installed properly (the only motherboard I have ever had just explode in smoke) possibly taking my expensive CPU and RAM with it to the grave. They couldn't even provide a small reimbursement of any amount to cover the cost of replacing the motherboard, even cooler master which had friendly but terrible service that dragged me along for over a year, was able to credit me though pay pal to provide compensation for their defective cooler.   MSI will no longer be one of my first choices &amp; most recommended hardware manufactures after today's experience.",english,msi,Michael Yedinak;,3,2018-08-07T18:58:08.000+00:00,Tech support poor Customer support belligerent,1
disgusting service i sent a rx 580 8gb back for a rma which cost me £25.00 in shipping then i got a email stating the card had been repaired and was being returned to me however when i got the card back they sent a rx 570 4gb back to me and they claim this is the card i sent them which is a lie as i have never owned a rx570. msi are liars and scammers i will never buy from msi again.,english,msi,Andrew Cockayne,2,2018-08-06T20:00:22.000+00:00,disgusting service i sent a rx 580 8gb…,1
"SCAM Company, and Cheap Flimsy Plastic Devices.  After viewing reviews on youtube about different gaming laptops, I finally decided to buy the MSI GS73. This cost almost 2k gbp, and the hardware is indeed there. However the BUILD QUALITY IS INCREDIBLY POOR.  The whole screen is made of some flimsy plastic material, but the hinges are very small (roughly 1cm high only), very rigid, made out of metal, and attached to the screen using only a few PLASTIC buds. Took me only a few times of opening and closing before the heads of those plastic screws snapped off.  Warranty... got the thing repaired, but they use the cheapest ever delivery service, long story short: I could either drive 40 miles to collect it from their local warehouse, or take a day off work as they only deliver during weekdays anywhere between 9 and 5. Due to it being a ""high value"" package, there are no other alternatives available (neighbors / concierge / drop off, nothing!). (Not to mention, despite the warranty they repeatedly spammed me with alternative repairs not covered by warranty, some bs that according to them requires a replacement of the entire frame, and at the cost of around 300 pounds (to things that are yet again caused by the poor build quality, note that the gs version is relatively thin, and therefore more sensitive to heat expansion, causing the smaller metal parts around the USB ports to snap)). Note that this ""request"" of theirs came through a phone call, barely mentioning it has a cost associated until I specifically asked. Surely had I simply said ""ok"" or ""yes"" they would have sent me a big fat bill.  So... having gone through all that, roughly 4 weeks later I finally managed to get it back in the house. But guess what. Now, a few months later, the hinges on the other side of the screen have just snapped (perhaps the current uk temperature makes the plastic extra weak an vulnerable? but why plastic? why 1cm hinges instead of a metal bar supporting the screen all the way from the bottom to the top???). Never again, MSI, very disappointed. I expected a 2k purchase to come with a product that generally represents quality.  Equally disappointing is the amount of highly negative reviews in this thread. From this, it appears they absolutely don't care.",english,msi,TK,2,2018-08-01T14:17:43.000+00:00,SCAM Company,1
"They make computers that last for about 1-2 years. After that they start to have issues. After a year and a half with no issues on my computer I had to return it to MSI to be fixed. It took them an entire month to get my computer back to me, which is just terrible. When I tried contacting their support they were some of the most rude people I ever met. So if all you care about is a good computer then this is a good company. I feel that there is more to a company than that though.",english,msi,Jonathan,2,2018-07-26T18:21:38.000+00:00,Decent Computers.... Terrible Service,2
"Waited a year for a GT72 2QE laptop to be repaired, it never was, they withheld it from me for months, offered a replacement GT72 6QE, had exactly same fault, wouldn't repair it as I withheld old model from them for same amount of months they did to me. They got it back now, but 12 months later still no £1400 laptop. Cowboys, especially that rude Michael in their UK support, Poland. Avoid the company.",english,msi,HiggitGamer,1,2018-07-08T19:30:52.000+00:00,Waited a year for a GT72 2QE laptop to…,1
I bought an MSI PX60 2QD Prestige laptop in 2015.  The motherboard failed in 2018.  MSI support informed me that they no longer provide support or parts for this 3 year old model.   I will NOT EVER buy another msi product.  Lenovo Thinkpad p50 and p70 series laptops or any of Lenovo future workstation class laptops will be my ONLY options from now on.  Lenovo has 5 year warranties available.,english,msi,Jay,1,2018-07-08T19:34:21.000+00:00,I bought an MSI PX60 2QD Prestige…,1
No way to find the drivers and utilities for an upgraded Win 10 system or even the old ones for windows 8.1 or windows 7. All the download links for legacy machines are no longer available. In my case I'm looking for the latest drivers and utilities for MSI GT70-0NC US. MSI has the worst support site in the industry.,english,msi,fggIB,1,2018-07-01T05:57:56.000+00:00,MSI GT70 Support non existent,1
"I purchased what I thought was a top class Gaming GT72 VR 13 months ago.  Within 6 months there were multiple problems with the system, crashes, lags and random restarts. MSI’s policy on repair is poor and it consists of the item being shipped away for a period of time with the usual threats of bills if it is user error! My laptop was finally repaired after spending three weeks at D and J Henry but went faulty within days. (The laptop had many major parts replaced during repair).  Within two weeks the fault returned and was again repaired, with a motherboard replaced,  Usual wait, slow turnaround.  When it was again returned the repair lasted 48 hours.   MSI now want to send the laptop to Europe for assessment but can’t understand my frustration at something that has been broken for nearly seven months and cost nearly 2000 pounds Damage in transit alone is not a great idea. Like I have said I have a useless piece of kit that I have tried to get repaired and now want replaced but apparently MSI are stock taking and can’t help for the last two days. My advice would be to stay away from this company and choose one which care about after sales and not the margin regarding profits.. Laptop finally replaced with a new one, so that definitely helps, just took so long getting there.",english,msi,Mark Hepworth,5,2018-06-06T04:06:12.000+00:00,I purchased what I thought was a top…,1
"Owner  of a GS73 VR 7RG  purchased in France in october 2017 but living in Brazil. After barely 4 month of use the fan started doing an unberable rattling noise.  I got in touch with their online support a 1st time, and here is what they told me:    ""Dear Customer,  To have your unit repaired at our service center in São Paulo, you'll need to provide them with the invoice you received with your purchase. Please note that the order confirmation doesn’t count as a valid proof of purchase. If you don’t have the invoice, then please get in touch with your store or e-tailer to obtain a copy.  Best regards, MSI ""  Following I got in touch in  São Paulo Service Center who responded me it was impossible for themhelp me solve my Laptop problem since they are not part MSI  global warranty program.  I contacted then a second time MSI support who repeated me the same bullshitty message. I explained them it was impossible to have my laptop fixed in Brazil  since they didn't grant the local service center and that  it would be absurd to send per DHL or UPS (at my own cost of course) my laptop to have it repaired in other country for Fan issues especially because my laptop could in this case stay abroad for long weeks.  MSI support stopped answering me after this message. Simply inacceptable  for an almost 3000€ laptop",english,msi,Cécilio Ola,1,2018-05-09T22:06:56.000+00:00,Low quality product-worspt support ever,1
First off. I bought a laptop (1400$) 3 years waranty. Exact a week afther the waranty ends my pc randomly fell out when I was watching YouTube. I sended my pc to Poland for repair. And im waiting and waiting for the price i would tought oh motherboard okay. maximum of 300... Then about 4 weeks later they send a invoice of 780+ for a repair for a motherboard and a battery. Ok ok. im not going to pay that much.  So i called the support multiple times and when I finaly had someone that wanted to help me he told me he could offer me a (Refurbished or laptop that was deliverd in a wrong collor for so so so so so much less the price then the repair price. They send a invoice of 680 without BTW. I said that's so much then they mailed back ''Uhm yes we can't repair your old laptop anymore). Basicly they wanted to let me pay for a new one. Realy sad.  - Support. - Comminication.,english,msi,David P.,1,2018-05-09T22:19:32.000+00:00,Msi Customer service,1
"Just absolutly garbage. I bought my MSI steel series notebook and loved it to death. Until one day the fans stopped working (oh and right after the warranty expired too.) So i took it to idk how many shops to get it looked at, I called them first and me living in Maui, they said they can't use a p.o. box and that's all I have. So anyway back to the fans. I finally find a shop to look at it and then a week and a half goes by. Guess whats the problem.....the motherboard is. On top of the 150 dollars I spent having it looked at I now gotta pay msi 70 dollars along with shipping and handling and then the cost to get a new mother board in! Yeah stay the hell away from msi its not worth your time.",english,msi,Steven Smith,1,2018-04-25T13:51:28.000+00:00,Just absolutly garbage,1
"I bought MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 TI 4GT LP from newegg.ca and owned the product for 15 months. Recently one fan started making some noise. After PC case disassembly, I discovered that one fan failed and did not rotate smoothly and ultimately had to be replaced.  I applied to MSI Australia (as I temporarily live here) and here is what their guy (Wayne (no last name)) replied: 1.	MSI treats pc components like cars: they do not warrant products brought from overseas, however, there were no difference in product produced for Australian or for North American markets. 2.	They cannot fix broken fan even if I am willing to pay for it. Cannot they also ship me a replacement OEM fan for my money, so I cannot fix it by myself. Conclusion: card is unfix-able. 3.	MSI Australia recommended to go back to North America and ask them to fix it. OK, fine, MSI Australia ultimately says to throw $200+ graphic card away due to failure of $5-$10 cooling fan. Let’s see what MSI Canada says. Here is what they replied: 1.	North American warranty service advised to go online, where I was requested to agree to receive the replacement product on valid address in USA or Canada. In different words I have to buy return ticket back to Vancouver, BC for $1600 or so, just because MSI cannot enter Australian address on a shipment package.  (Jesus Christ!)  2.	Further correspondence with North American service department was not fruitful. The guy (Kien Hoang) recommended to apply to MSI Australia, which I already dealt with.  3.	The response to my question to send replacement fans for my money and disregard the warranty, also did not result positively. The guy stated the MSI North America does not have cooling fans for VGA cards.  Ultimately, MSI North America also says to throw $200+ graphic card away due to failure of $5-$10 cooling fan.  So, think twice before buying MSI. Obviously, it fails like any other brand. The service though is one complete non-sense. They will do everything possible to screw you and not to fix (even for your own money) the defective product. I have the entire e-mail conversation chain to prove it. Legally, as per policies they developed for themselves they are right, but in physical reality it is a travesty.  Therefore, I DO NOT recommend purchasing MSI. That was the 1st time I got MSI and hopefully the last one. It appeared to be a disposable product that lasted 15 months, for which MSI refused to take responsibility, covering themselves with policies developed by them for themselves, even if you are willing to pay for simple replacement parts like fan.  Regards, Konst.",english,msi,Konst Popov,1,2018-07-10T10:31:05.000+00:00,"…unless you stay home, go get new one if the one you have fails: not repairable!",1
"Absolutely pathetic the way these people handle (or don't handle) support issues! Their product quality is extremely bad now, too, which is more in need of solid support! It seems they are throwing machines together without proper testing and have gotten a terrible batch of keyboards. This has been going on for over a year in forum but no one to reply. The only option is for them to ""Shotgun"" the problem by replacing the keyboard, presumably with the same bad ones because people are screaming that they get their machines back and 2 weeks later the problem is back again! The majority of PCs they make will have some keyboard issue within the first 6 months of use, THE MAJORITY! They don't have any answer or solution, though this appears to be a top issue, and no local repair. So, you have to bounce your machine back and forth across the country and get it back without the problem solved. Their support ticket system is horrendous in itself! They dump put way too many detailed options that you are supposed to select from under each pull down tab as you fill out sections to the trouble ticket. There are some OLD machine part numbers and some 200 other options to sift through for each option, and you are supposed to read each one and select one that matches your trouble, your machine, your motherboard and about 20 other options where literally NONE of the choices match. This looks like a kindergarten operation when you see this and suddenly you begin to understand where underlying problems are in the company! THEY ARE EVERYWHERE!!! This is the case with the entire ticket system, and a 12-year old could instigate a better system or just clean this one up to make it more usable and not more aggravating!! It's been this way for years and no one bothers to fix it, so you get the mentality of how they deal with ALL problems and whyt they aren't being fixed either! It looks like an operation that is working out of their GARAGE!! The login knows all of this detailed information about your machine already because you registered your machine and it shows all these detailed options. But, the trouble ticket has none of these options to select and not well integrated with the website. There is not even an ""Other"" or ""Not listed"" choice, and no way to auto-fill the options. It's the most ridiculous I've seen, that they would even show this to customers and ask them to use this? It's misdirected, broken, and doesn't speak well for the company! I would be embarrassed! Further, almost everything else on the website auto-fills this information or gives you options to select which machine you have registered with them. But, not in the most important instance, like trouble tickets. The forum is laughable, too! There is never an MSI rep to answer or provide help, they never even look at the forum, so you just have people with problems, some for over a year, complaining to each other, some with ""try this and try that"", and no real help from MSI, ever! The biggest issue are basic keyboard problems and keys not working. People have indicated that the keys work on Linux OS, but not windows, so it would say possible software issue, maybe the BIOS, a Driver or other software settings issue. The only thing MSI is doing for these problems, according to numerous recent forum complaints, is asking you to send the machine to them, MSI shotguns the problem by replacing the keyboard, and you get your machine back that still has the problem and the 5 weeks you were without your machine has done NOTHING to fix the problem! Nothing can be more aggravating and losing customers faster than this! I want to fly out there and wring their scrawny necks for lying to me, promising a supervisor will call me back, and never getting the courtesy of a returned call after telling me they will call or look into the problem. This is just a small taste of the general B.S. they impose on customers. They don't realize they are destroying their customer base and repeat customers! They instead hide from customer problems and provide canned responses that don't help. Obviously, they are throwing machines together so quickly without proper testing and they have some major Keyboard problems with every model! People on the forum are complaining about getting the same problem back after sending their machine in, bouncing it across the country and back, and 2 weeks later they have the same problem! This will be my first and last MSI laptop! Pathetic is the best way to describe them and the best they can do, and they don't seem to care either way! This is unacceptable behavior from you, MSI! The rest of us do care, particular with the price we pay to have what should be a better machine and reasonable support! You did this to yourself! Rest in peace MSI!",english,msi,Paul Lewis,2,2018-04-22T07:59:41.000+00:00,Absolutely pathetic the way they (don't) handle Problems!,1
