comment,language,product,reviewer,reviewer_review_count,time,title,vote
"Refused to honor warranty, when the warranty is still in effect, according to their website. I signed up for the warranty when I received the product, and since it was a gift I don't have proof of purchase anymore(was included in warranty registration) and I can't contact that person anymore, it's not a valid warranty.",english,razer,Vortechnology,1,2018-11-19T18:16:46.000+00:00,Refused to honor warranty,1
"Trash company trash service, only makes crappy robotic copy paste replies to their customers to contact their crappy customer service line where they dont even answer. Dont bother emailing feedback@razer(dot)com because they wont answer nor care nor give a crap. They only make these types of copy paste replies to boost their trustpilot scores which is shady and fraudulent. Dont give them any service and dont ever buy from razer again. Asus, released a new phone better than the razer phone 1 and 2 combined called the asus rog phone, turtle beach and shure make the best when it comes to sound and microphones. logitech gaming equipment never breaks or has issues.  Its time to run greedy, garbage, fraudulent companies like razer to the ground. They do nothing but care about their own money and give 0 care for the customer.   The end of the line for me to stop buying from razer was when I ( a customer for several years who had purchased thousands of dollars from razer products before, because I actually thought they where decent, Stupid me.) was when I asked for a promo code they had about a few weeks ago that had recently expired. I explained that I would be more than inclined to buy several of their products if they allowed me to have that simple deal once again and generate me a personal promo code. Which they declined making the excuse that the promo code was for ""marketing purposes"" and could not be re made. to which I closed the chat with their useless representative, I contacted asus and simply asked for a PROMO CODE nothing else, and they gave me a MUCH better deal, the friendly and outstanding customer service rep from asus, who gave me an incredible deal, (Much better than what I had requested razer.) Who gave me more than 700$ in savings from their outstanding promo code.   I feel safe to say that I will never purchase another product from razer again, they have lost a loyal customer who has been there for them for years, and they have completely lost any and all of my business with them.  I recommend you switch companies as well. and forget about razer, and let them die in their own corporate greed.",english,razer,Azure Zero,1,2018-11-20T15:46:48.000+00:00,Trash company trash service,1
"Every Razer product I have seen/used has malfunctioned in some way. I have personally spent hundreds on Razer products, my Razer Blade Stealth has had a BSoD every single day since I got it. Several of my friends have a Razer mouse or keyboard that freeze or bug out. I have contacted their support multiple times, but I never gotten an answer that helped. I honestly can't recommend Razer to anyone.",english,razer,Jonah Christensen,1,2018-11-14T21:54:26.000+00:00,Every Razer product I have seen/used…,1
"My DeathAdder Chroma had its middle mouse button stop working. Long story short within a few days they gave me the full amount of store credit (more than I originally paid for the mouse) to buy the DeathAdder Elite, which was really nice of them.  Yeah they may have some quality issues, but their design work is top notch. I currently own a DeathAdder Elite (previously the Chroma, and 3.5g before that), and BlackWidow v2, and they're great to use. It'd be nice to see more work done on Synapse, though it's still very convenient as a central hub to setup different mouse+kb settings across different games.",english,razer,Peter,5,2018-11-14T22:04:16.000+00:00,For mouse+keyboard I wouldn't use any other company,5
Razer phone horrible product even worst costumers service have been trying to get a refund after the first week of having this paper weight of a phone Razer refused any refund. camera  only works 50% of the time fingerprint scanner stops working out of no where and you've released 1 update in the year it's been out and that 1 update bricked a bunch of phones the sound volume which was one of the main reasons I got this phone got limited after update so it's alot lower then most other brands. The phone itself was supposed to come with a 80$ USB c  headphones as the promotion and I was sent the normal 30$ 3.5mm which are useless since this phone doesn't come with that connection. After all these issues they've been having instead of fixing them they go ahead and release a new phone and screw over their existing customers...GJ Razer way a go..,english,razer,Luis Rodriguez,1,2018-11-15T16:17:54.000+00:00,Razer phone worst phone ever.,1
"Horrible Fraudulent company and customer service, cant even bother to offer a discount code they had before even after purchasing several razer product. Don't bother buying from them",english,razer,blue Zero,6,2018-11-13T19:04:20.000+00:00,Horrible Fraudulet company,1
Razer is one of the best gaming products I've ever had for sure,english,razer,MichaelSimons,1,2018-11-13T18:56:18.000+00:00,Razer is one of the best gaming…,3
"Horrible Customer service   Phone lines are not available on working hours, and chat options aren't much of a help either. My order was delayed by customs and all that was needed was a simple commercial invoice to be attached to the package to further proceed with the order. Nothing has been done about it, still waiting on a response.",english,razer,Michael,1,2018-11-13T21:54:30.000+00:00,Horrible Customer Service,1
"Ordered a brand new Razer Blade Stealth in September 2017. Within the past year, the laptop has had numerous issues (I have sent it in four times for servicing), and the issues continue to persist. Customer service is unhelpful and difficult, and the problem has not been rectified.  Hard to find anything nice to say about a company that touts itself on making premium quality products with the hardware and team to support these assertions.",english,razer,Sean Wong,3,2018-11-13T10:48:15.000+00:00,"Recurring laptop issues, atrocious customer service",1
Atrocious. Bought a laptop that was falsely advertised got a totally different product and they are refusing to do anything and being rude to me at the same time,english,razer,Ali Aslam,1,2018-10-25T15:37:34.000+00:00,Atrocious,1
"Purchased the quartz (pink) version of the Blackwidow keyboard alongside the matching mouse and mousepad - over $200.  Within 1 week the keyboard began registering double/triple keystrokes. Reviews online reported the same experience. Received a replacement keyboard and it exhibited the exact same problem out of the box.  Asked Razer for a refund on the keyboard as the product itself is obviously entirely defective. I wasn't interested in receiving yet another replacement keyboard that, according to my own experience and others, has a high chance of developing this problem within a week.  They refused as it had been 30 days since the purchase was made. Razer refuses to stand behind their design mistakes and make things right.",english,razer,Dusty A,1,2018-10-27T09:53:26.000+00:00,"Purchased bad product, refused to give refund",1
"I’ve owned 2 Razer laptops. One (Blade 2014) had its battery die within 2 years of usage and is unusable even if connected to power. The second one (stealth 2017) has a constant power problem with the power cord and sometimes decides not to charge, besides just becoming stuck after shutdown with the fans and keyboard on, can’t force shut down. Besides support being almost useless as they take their sweet time to answer and have no idea how to solve the problem.",english,razer,Santiago Mondragon,1,2018-10-25T04:13:21.000+00:00,I’ve owned 2 Razer laptops,1
"I have owned 2 mice so far and both have been disappointing due to poor ergonomics and manufacturing quality. Most recently I am sending my Deathadder Elite in for RMA in Singapore and have been advised that I have to post it to the warehouse, even though their warehouse is less than 40 minutes away. It will cost me $10 to have it delivered in 3 days and over 40 minutes dealing with SingPost.   The RMA email states that it can take Razer 3 days to process then return via mail and is likely to take a further 3 days (minimum) to be delivered. That is around 9 days without a mouse (I don't have a spare). I could save 6 days by simply delivering it myself.  I've RMA'd things with other manufacturers before and they have taken time but they have always organised a courier or a direct drop off location to help speed the process.   Other brands have better quality products at lower prices. Won't be buying Razer next time.  EDIT: Was contacted by Razer regarding this review and asked to contact them. The email address they supply is no longer current and a week has passed with no contact from Razer. Their support gets worse and worse.",english,razer,Kane,1,2018-10-27T09:49:38.000+00:00,Terrible Product Quality & RMA Process.,1
"Razer is a terrible company that makes terrible devices. I am a technician and I have worked on a few of them. I have had several that have exhibited burnt and charred components on the circuit board. One of which, happened in my shop. If I had not have been there when it happened, there is a good possibility that it would have started a fire. Most of their devices are affected by defects, and they should not be available for purchase due to the fire hazard.",english,razer,Tim Herrman Jr,1,2018-10-24T22:09:54.000+00:00,Razer is a terrible company that makes…,1
is a scam company that sends me a mouse that lasted me less than a year and now will not replace it. DO NOT BUY FROM THIS COMPANY PERIOD. Products that last about a year and will do nothing but give you a discount code for a new one for you to spend more of your money on. Was also dropped by agent John O. 2 times and wasted my time with things I already said I tried to fix my issues. thank you so much for the terrible experience.,english,razer,Purpleporo 101,1,2018-10-27T09:43:02.000+00:00,is a scam company that sends me a mouse…,1
"Painfully slow ordering process. If you live in the EU I would avoid ordering through their website. Best thing they could do would be to let Amazon take over all EU distribution.   24 hours to acknowledge an order... 24 hours to process 5 days to 'prepare' 3-5 days waiting for the item to arrive from Hong Kong. These are buisness days aswell so it's practically 2 weeks to receive anything, which is shockingly slow, it just doesn't work when anywhere else is 1 day delivery.  There's no automated way to cancel either so you're stuck waiting wishing you just ordered from somewhere else.",english,razer,Lee harr,2,2018-10-24T06:29:00.000+00:00,Slow,2
"i have had a great time with Razer in the past. my mouse, perfect. i have had this mouse and 0 problems. i have 2 headsets too, both with minor issues, but only after a year n a half - 2 years of using. BUT, i just got the Razer nari, and, man o man, did they screw the pooch on this one. I've tried everything to get this headset to work, but the microphone is dead, after 2 days. i did everything to solve this issue, and no result. i can only blow into the mi, but not speak, and i hate it. i would've loved this headset, but the fact that i wanted a Bluetooth microphone, and got a hunk of junk, i think i'll go back to other products",english,razer,Zach Hamilton,1,2018-11-05T05:36:18.000+00:00,"I want to love Razer, but this crosses the line...",2
"No problems, everything perfect.",english,razer,Maik 'ADarkHero' Riedlsperger,3,2018-10-24T14:17:55.000+00:00,No problems,5
"Razer is literally the most money seeking, trash, dirtbag, scamming company. their products are trash and you spend 150 dollars on a bloody potato that i could buy at a dollar store",english,razer,BD Loom,1,2018-10-18T17:23:35.000+00:00,"Razer is literally the most money seeking, trash, dirtbag, scamming company",1
"Purchased a mouse via their store on 23rd September. They invoiced to my UK address in Euro, so I paid via paypal with Euro. Now they claim they cannot ship because the currency does not match my shipping destination.   I have asked them to either ship or refund but they are ignoring my emails as of Friday 28th September.  This is theft right? Taking money, then not supplying the goods?   I can prove all of this with emails if required to verify this review or whatever.  Will never purchase a Razer product again that's for sure.  (Edit) I finally received a reply and a UK code to get my mouse so this was resolved in the end, but taking a customer's money and going full silent for a week is still poor form and I still wonder what would have happened if I hadn't chased the issue. Review changed from 1 star to 2.",english,razer,Gareth Williams,1,2018-10-18T17:24:10.000+00:00,I paid for a mouse and have... nothing??,2
I bought the Razer Man'O War headset.  With that first sentence you probably know where I'm going with this.  Two months in the head cushion broke off. Two years in the headset completely snapped in half.  What's worse is that Razer knows this is a known issue with the product.  That's why they built a new one without these horrible problems.  They refused to return it past warranty even though they know this problem existed before the product was even rolled out.    No recalls were made. No efforts were made to reach out to customers. And instead of simply replacing my headset they only wanted to give a $20 discount.  I'm sorry but that is unacceptable.  Michelle from Razer Support headed this up.  20$ discount is a complete lack of respect for someone who easily spends thousands in Razer products.  Officially done with them due to their poor Support.  Once my other Razer products expire I'm moving to Logitech.  Also pursuing legal action due to similar experiences across multiple Razer products.  Jared,english,razer,Jared,1,2018-10-19T12:58:14.000+00:00,Bad Support,1
"Awesome service, good quality products.  Nothing more to say.",english,razer,Riley M.,4,2018-10-17T22:22:13.000+00:00,Awesome service,5
"its crazy how you can push out products and have no kinda replacement parts for headphones(kraken) via  adjuster arm\bar is only  2 pieces it self just foam ear cups...even with an active warranty and or willing to just flat out pay it to be fixed properly done im told im S~outta luck. nothing can be done.?!?  absolute madness i say,",english,razer,shaun james,3,2018-10-19T12:58:13.000+00:00,Whats a warranty,1
"I wish i could give zero stars. Had one Razer phone which developed a fault after 12 DAYS!!. The customer service and technical support were so bad, my mobile provider had to step in to get a replacement to me. Second phone has now developed a fault with the screen. They have you waiting for weeks for a response (not the 24/48 hours they tell you) and when you chase on the phone they tell you to keep waiting. They pass you from person to person, I was even transferred to America where they couldn't go because I was a European customer and they didn't know why I was transferred but confirmed my issue had never been logged from my first call, 3 weeks later.  The staff take no responsibility for any cases and just palm you off with the standard excuse every time you call to check on the progress. The team that actually deals with anything don't have a direct line and if you want a callback.. forget about it because it doesn't happen. They say yes we can give you a refund then they say no we cant.. WORST COMPANY EVER!!! and you give Three a bad name because they are dealing with you. Over priced off bad build quality and lacking the customer service to help when things do go wrong. They simply do not care once the money has been taken from you! Avoid!!!",english,razer,K G,1,2018-10-09T19:45:27.000+00:00,I wish i could give zero stars.,1
"I cannot explain how bad this company is, everything is bad, customer service, payment system, and the product itself. they don't give a fck about you they just want your money and that's it. And honestly, I have never bought anything from them and didn't even had any contact with them however I trust other reviews and just doing what they are doing.",english,razer,Luka Dzneladze,1,2018-10-10T20:44:02.000+00:00,I cannot explain how bad this company…,1
"A disappointed purchase....Based on a sole purchase a Mouse - Blackadder Elite, ok ish product, wouldn't say it was outstanding, certainly not worth the money.  However purchases from this company should be discouraged as they spread ""bloatware"" - mouse driver was 292 MB OMG - any gain in gaming from a more comfortable mouse was killed 10 fold by such stupidly oversized software - ITS ONLY A MOUSE - with Graphics!  Even ""Adobe Acrobat"" king of all bloatware, isn't this large. I wouldn't mind if it second guessed my moves in a game, but guess what I die just as fast :(  I just see this as a company that markets products under fancy ""Fancy / Killer"" titles, rather than good design. My £10 MS mouse was just as good, if not better.",english,razer,Cameron,3,2018-10-07T20:16:55.000+00:00,A glitz and no glamour! :(,2
"WORST COMPANY EVER. Bought a Razer Blade Pro a year ago and it broke down less than a year after purchase. It was sent to Razer all the way in Germany to be repaired, taking nearly three months. It was only sent back to me ('conveniently') after sending several angry emails and asking for a full refund. It broke down again however, after only three months of using it. It was sent back to Razer and after they said it could not be fixed, I was given the refund in store credit. The computer I want is for some reason always out of stock despite them saying that the stock is continually topped up. All this time I have had to work on a crappy borrowed work computer. I demanded a full cash refund and not some store credit than could never be used but have not had a reply from them for over a week. DO NOT EVER BUY ANYTHING FROM RAZER. THEY WILL RIP YOU OFF AND STEAL YOUR MONEY.",english,razer,Rebecca Lui,1,2018-10-07T20:17:47.000+00:00,RAZER COMPUTERS - WORST COMPANY EVER,1
"If I could give zero stars I would, let me tell you by saying I have been a long time Razer fan, and owner, I have just about everything with that infamous triple headed snake logo on it, but this company doesn't give a f*** about it's customers, and the customer service is from the depths of hell it self, they play this IDK dumb card and can't EVER ANSWER A STRAIGHT QUESTION... It took them a week to change one number in my address shipping label, after multiple I mean multiple ""yes Dylan we will change that for you"" then I would even have them repeat back to me the correct address and say they will pass the information along and nothing happened... Razers CEO min tan and his team are not stupid people, stupid ppl do not innovate like they do, they know there products are going to fail and I am sure there team is trained to act this way for multiple reasons that I could think of, just enough to buy time and be just above the line of fraudulent... I'm on hold right now, after 27 days of ownership on the new 2018 Razer blade 15 its fried and won't even turn on, I've been on hold for 45 min, they told me no longer than 3 min go figure.... oh and did I mention they weren't even going to fix my laptop... They were just going to send me a replacement without even telling me or informing me, and they bailsically hinted at that they don't need to inform the customer about that... No where in the email did it say anything about that... Those scammers that call you from India about your computer having a virus have better customer support than Razer lol.... Buyer beware!",english,razer,sun burst,1,2018-10-10T21:38:00.000+00:00,If I could give zero stars I would,1
"Bought a $14 dollar game, was told I had to wait for manual review. Then got emailed saying they needed a picture of my drivers license. So here I am a day later out my money pictures of my id on Razors servers and still waiting to get my code for my game. Avoid at all costs.",english,razer,Mk,1,2018-10-04T09:13:51.000+00:00,Complete Joke.,1
"July 20th - contacted support via live chat, told to speak to systems support July 20th - contacted support via live chat, told I would recieve email within 24-48 hours July 23rd - No response, contacted support via live chat, told 'I will set your case to highest priority so that they will contact your as quickly as we can.' July 24th - recieved amail requesting info for RMA, responded stating my rights and requesting a full refund on order and supplied RMA details immediately July 27th - No response, contacted support via live chat, told 'I will update on the case, Benjamin. And will also request for an email confirmation on how we should proceed or the status of the order. ' July 31st - recieved email offering immediate store credit or to forward to management team for approval of refund, replied immediately again requesting full refund August 2nd - No response, contacted support via live chat, told I would recieve email within 2-3 business days August 7th - No response, contacted support via live chat, told I would recieve email 'Within 3-4 business days I suppose. IK really cannot guarantee. ' August 10th - No response, contacted suppport via live chat, told I would recieve email within 2-3 business days August 11th - recieved email informing me that the refund request was already forwarded to the management team and awaiting reply August 16th - No response, contacted support via live chat, told ' A representative from our EU department team is currently working this case right now and what I can do here is to make an urgent request for them to provide you the refund immediately.'       useless",english,razer,Ben Kendall,1,2018-08-28T22:18:36.000+00:00,"useless, give me back my £2k",1
"U have none to talk with... I got chroma mamba mouse now from the begining the cable made some trouble...  Anyway i didnt notice its from the mouse... just guess ""well its my computer no way new mouse..."" but after like 30 days i really understand its from the cable mouse... Well i talk to razer and all they have to say its go to the shop u bout from and theyll help u... well they didnt coz they r not razer but they tald me to speak with razer so again i mail them and no answer.. well if u ask me dont ever buy razer! Coz if something like that happend.. go buy new one They only had to send a new cable... a big company like that cant afford that its not a big company!",english,razer,Ben,1,2018-08-25T09:31:17.000+00:00,U have none to talk with...,1
"[edited]  TL;DR I like their products, but their online store and related ""security"" nonsense is outrageous.  And their customer service is useless.   Full story  Today I wanted to buy a mouse from their online store.  I filled the online purchase form with all data correct.  My shipping address was different than my billing address, as I wanted to receive the items at work (where I am most during business hours).  After maybe half an hour the page confirmed the transaction, I received an email from Razer stating my order was ""unsuccessful"" and to contact customer service.  I then started online chatting with a customer service rep, who asked me ""security questions"" - including the name of my employer!  Fair enough, that was in the order shipping address anyway, but so was my e-mail, so all that was quite a pointless waste of time.  He told me I would receive a call from their customer service.  After a few hours waiting, I decided to open an online chat once again.  Got through with a different customer service rep, who finally managed to get me called for whatever ""security"" checks they had, not before asking me where I was right now, as in physically (did not specify a reason - I live in a northern European country, not some banana republic by the way).  During the call, another employee tried to ask me for my work e-mail, which I obviously refused to disclose. Then she said I'd receive an e-mail at my personal e-mail address, with whatever ""security"" questions they had (which she did not disclose).  I stressed on the fact that they had wasted enough of my time, and that if this transaction was not solved by today end of business, they should consider the order as canceled.  It's nearly 17 right now, so I will contact another customer service rep through chat to ensure that my order really is canceled.   I will then proceed and never buy a Razer product ever again.   There are multiple issues here I want to stretch on.   1) Every normal online store will allow you to choose a different shipping address from your billing address without issues 2) An online transaction with correct addresses, phone numbers and card details should be successful (as long as the bank itself approves the payment obviously) 3) No online store retailer should ever ask you for any detail that's not relevant to the transaction (in my case, my current location and my work e-mail address, which was not used for the purchase) 4) Wasting prospective customers hours of their time and preventing them from purchasing for undisclosed ""security"" issues is an appalling business conduct, that should be sanctioned by factual boycott.   The business appears as ""unclaimed"" here (so these clowns might not even know or care what the customers think of them), and there is a duplicate thread for ""razerzone.com"" where I posted the original review.   Caveat emptor.",english,razer,Menahem Julien Raccah Lisei,3,2018-08-25T09:34:12.000+00:00,Do not buy Razer.,1
"They sell overpriced gaming products made by cheap plastic components, they break easily and razer has a a horrible and incompetent customer service who doesnt help you out.  Stay away from this company.",english,razer,Alequa,2,2018-08-24T16:06:58.000+00:00,Garbage products,1
"Customer Service doesn't care.  They don't care if you meet their insane demands for a copy of your passport or not.   They don't care if you cancel your order.  They don't care if you receive a refund.  They just don't give a s**t one way or the other.  It's like being at one of those insult-themed restaurants without knowing it.  I tried to purchase a $15.00 USD game and they wanted a photo of my ID, DL, or passport.  FOR A 15 DOLLAR GAME.  Insane.  I said no, they waited 3 days remind me of their request.  Charged my account and never delivered the activation code because I wouldn't send them PII.  Never again.  We'll see if I get my money back.....",english,razer,Ivan Smith,1,2018-08-24T17:05:43.000+00:00,Customer Service doesn't care,1
In Youtube people have tested how many fps does razer CORTEX boost there was only 3-5 fps increace and thats not alot but anyway i wish i had your products like the mouse and keyboard and maybe headphones,english,razer,Eyad Awad,2,2018-08-24T08:43:36.000+00:00,Razer Cortex Doesnt Boost Alot,3
"I've owned many Razer products so I'd like to think I've had a fair understanding of Razer products (I've probably spent around £1000 totalled).   Mice:  The first naga (2014) I had middle click broke outside of warranty so I got the 2016 Naga and the tracking doesn't work properly. I did contact them to resolve this but they wanted a video of the issue happening and it only happened sporadically, I thought the issue fixed itself but a couple of months later it got really bad and now it's out of warranty and the mouse is pretty much unusable in games. In terms of quality the mice are good but in terms of reliability they're beyond poor considering my current 100% failure rate.  Audio: I've owned two headsets &amp; two IEMS. The elektra was decent but the Chimera (?) was terrible, very flimsy and generally poor audio quality. Since then I've owned quite a few headsets from other brands (Corsair 2100's, Hyperx Cloud, astro's, turtlebeaches etc) and for the same price you can do better. I owned two pairs of the Razer Hammerhead pro's and both broke in under a year, I replaced them with Sennheiser Momentums which have done me well and not broke.  Keyboards: The keyboards are good, never had issues with them. I've owned the 2013 and 2016 Blackwidow Ultimate keyboards.  tl;dr Razer products have a super high failure rate for me. Products from competitor brands on the other hand have a very low failure rate for me, I can't remember when a peripheral device has broken for me that wasn't a Razer device.. I'm personally very disappointed with Razer products considering the price.",english,razer,Zain Hassan,2,2018-08-25T12:13:06.000+00:00,"Good keyboards, poor mice, average audio",2
Great customer service!,english,razer,JustMini,2,2018-08-22T19:14:20.000+00:00,Great customer service!,5
"Razer has the worst customer service in the USA hands down. I have never dealt with a company so unresponsive. Their products are sometimes okay for a little while but break/malfunction within 6 months. I've been working with them to replace a Razer Wildcat controller. Its been well over a month and they still haven't even shipped a replacement controller. I shipped my defective controller to them weeks ago, the tracking info tells me that it has been signed off on but nobody has contacted me to say it has been received or anything. At this point i'm ready to tell them to keep the replacement, accept the loss, and go buy a controller from someone else.  Please everyone, listen to all of these reviews and go buy products from somewhere else. Even if a particular product has decent reviews, it's not worth dealing with their customer support when it breaks in a few months. Save yourselves the headache",english,razer,Randall Carlson,1,2018-08-14T05:30:31.000+00:00,Razer has the worst customer service in…,1
"Have bad experience with their products. I had their mouse - Lachesis &amp; it lasted only 1 year. After an year it just stopped working (most likely laser died). Had their keyboard Lycosa and it was worst keyboard I ever had. First key letters got washed out easily and second it had some bug, which was making keyboard unresponsive and frozen until you would unplug and replug it. Their tech service told me it's factory fault and couldn't be fixed. Seems like their products break easily and they spend more afford on packaging rather than on build quality. Worst thing is that their products are very overpriced. I will never ever buy their products!",english,razer,ditendra,1,2018-08-09T02:27:05.000+00:00,"Horrible company, avoid at any cost!",1
Idk why people say razer is bad. They make great mice and keyboards with excellent quality.,english,razer,Just҉ ҉Al҉e҉x,1,2018-08-09T02:28:46.000+00:00,Idk why people say razer is bad,5
"Back in May I ordered a headset straight from their website. Within several hours of using it the left ear speaker was playing at a considerably quieter volume than the right ear. No worries, I had warranty so I sent them an e-mail. Two months later still no reply. By now I have sent two emails and nobody has replied, even though they promise to ""reply within a day"".   This is just disgusting. If you're going to send your customers damaged goods, at least have somebody ready to deal with the angry customers.   Luckily I'm able to get around the issue of one headphone ear being quieter by just adjusting the speaker levels on my laptop, however if the headset broke to some extent within literally 3 hours of use I'm guessing that within a few months the other ear will break as well.",english,razer,Spaghetti Bolognese,8,2018-08-07T19:06:52.000+00:00,Non-existent customer service,1
